Y_1,X_1,Y_2,X_2,Y_3,X_3,Y_4,X_4,Y_5,X_5,Y_6,X_6,Y_7,X_7
-0.4193552732,0.9878104329,-0.4393722415,0.9877859354,-0.484585911,0.988152802,-0.5345329642,0.9899036884,-0.6277178526,0.9932615161,-0.7155997753,0.9952917695,-0.8952466846,0.9973765612
-0.4051145911,0.9872841239,-0.4244858325,0.9872743487,-0.4686453342,0.9877538681,-0.5176979303,0.9896715283,-0.6094321012,0.9931954145,-0.6960439682,0.9952763319,-0.8732178807,0.9973846674
-0.3913592696,0.9867420793,-0.4101101756,0.986748457,-0.4532493651,0.9873502254,-0.5014286637,0.9894419312,-0.5917382836,0.9931323528,-0.6770986319,0.995262742,-0.851829946,0.9973931909
-0.3780727983,0.9861847162,-0.3962276578,0.9862089157,-0.4383790493,0.9869428277,-0.4857056141,0.989215672,-0.5746162534,0.993072629,-0.6587433219,0.9952507615,-0.8310621977,0.9974021912
-0.365239203,0.9856126308,-0.3828213215,0.9856562018,-0.4240161479,0.9865322709,-0.4705098569,0.9889929891,-0.5580464005,0.9930157661,-0.6409582496,0.9952403307,-0.8108947277,0.9974113703
-0.352843076,0.9850264192,-0.3698748052,0.985090971,-0.4101431668,0.9861195087,-0.4558232129,0.9887742996,-0.5420100093,0.9929624796,-0.6237244606,0.9952314496,-0.7913082242,0.997420907
-0.3408695161,0.9844266176,-0.3573722839,0.9845138788,-0.3967430592,0.985705018,-0.4416281283,0.9885600209,-0.5264890194,0.9929121137,-0.6070234179,0.995223999,-0.7722840905,0.9974308014
-0.3293041289,0.9838138223,-0.3452984095,0.983925581,-0.3837993741,0.9852898121,-0.4279074967,0.9883505106,-0.5114657283,0.9928649068,-0.5908373594,0.9952178001,-0.7538043261,0.9974409938
-0.3181329966,0.9831887484,-0.3336384296,0.9833266139,-0.3712963164,0.9848745465,-0.4146449864,0.9881461263,-0.4969232976,0.9928210974,-0.5751491189,0.9952130318,-0.7358514667,0.9974513054
-0.3073426485,0.9825518131,-0.322378099,0.9827176929,-0.3592185974,0.9844600558,-0.4018247724,0.987947166,-0.4828453958,0.9927802682,-0.5599421263,0.9952093959,-0.7184087038,0.9974619746
-0.2969201505,0.9819037318,-0.3115036488,0.9820994139,-0.3475514948,0.9840470552,-0.389431566,0.9877538681,-0.4692162573,0.9927424192,-0.5452003479,0.9952070117,-0.7014598846,0.9974727631
