"C3H8","EDC<psiChemistryCombustion>:kappa","N2","O2","Qdot","T","U:0","U:1","U:2","Ux","Uy","Uz","alphat","epsilon","k","mag(U)","nut","p","rDeltaT","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.25269,0,0.57035,0.17696,0,294.08,0,0,0,0,0,0,3.9374e-05,20205,5.4038,0,2.431e-05,1.0127e+05,1.8027e+05,1.3243,1,0.003156,0.1,0.003156,0
0.17793,0,0.62741,0.19467,0,294.07,0,0,0,0,0,0,3.4149e-05,5926.3,3.5744,0,2.1943e-05,1.0127e+05,1.7946e+05,1.2768,1,0.0032612,0.1,0.0032612,0
0.1517,0,0.64742,0.20088,0,294.07,0,0,0,0,0,0,2.9026e-05,4943.3,3.0245,0,1.8694e-05,1.0127e+05,1.7802e+05,1.2647,1,0.0033664,0.1,0.0033664,0
0.12547,0,0.66744,0.20709,0,294.06,-1.3973e-14,1.5936e-14,2.2783e-25,-1.3973e-14,1.5936e-14,2.2783e-25,2.3903e-05,3960.4,2.4747,-3.433e-14,1.5444e-05,1.0127e+05,1.7657e+05,1.2526,1,0.0034716,0.1,0.0034716,0
0.099242,0,0.68746,0.2133,0,294.05,0,0,0,0,0,0,1.8781e-05,2977.4,1.9248,0,1.2195e-05,1.0127e+05,1.7513e+05,1.2404,1,0.0035768,0.1,0.0035768,0
0.073014,0,0.70748,0.21951,0,294.05,0,0,0,0,0,0,1.3658e-05,1994.4,1.3749,0,8.9452e-06,1.0127e+05,1.7368e+05,1.2283,1,0.003682,0.1,0.003682,0
0.046785,0,0.72749,0.22572,0,294.04,0,0,0,0,0,0,8.5352e-06,1011.5,0.82503,0,5.6957e-06,1.0127e+05,1.7224e+05,1.2162,1,0.0037872,0.1,0.0037872,0
0.024651,0,0.74439,0.23096,0,294.03,1.3634e-14,-2.1035e-14,-3.1384e-25,1.3634e-14,-2.1035e-14,-3.1384e-25,4.2224e-06,203.52,0.3656,3.5379e-14,2.9511e-06,1.0127e+05,1.7069e+05,1.206,1,0.0038924,0.1,0.0038924,0
0.020596,0,0.74748,0.23192,0,294.03,0,0,0,0,0,0,3.4861e-06,168.38,0.30565,0,2.4366e-06,1.0127e+05,1.6867e+05,1.2043,1,0.0039976,0.1,0.0039976,0
0.016541,0,0.75058,0.23288,0,294.03,-3.4063e-14,2.3713e-14,3.1502e-25,-3.4063e-14,2.3713e-14,3.1502e-25,2.7499e-06,133.24,0.2457,-5.0365e-14,1.922e-06,1.0127e+05,1.6666e+05,1.2027,1,0.0041028,0.1,0.0041028,0
0.012486,0,0.75367,0.23384,0,294.02,0,0,0,0,0,0,2.0136e-06,98.104,0.18575,0,1.4074e-06,1.0127e+05,1.6464e+05,1.201,1,0.004208,0.1,0.004208,0
0.0084316,0,0.75677,0.2348,0,294.02,0,0,0,0,0,0,1.2774e-06,62.964,0.12581,0,8.9279e-07,1.0127e+05,1.6262e+05,1.1993,1,0.0043132,0.1,0.0043132,0
0.0043767,0,0.75986,0.23576,0,294.02,0,0,0,0,0,0,5.4111e-07,27.823,0.065857,0,3.782e-07,1.0128e+05,1.6061e+05,1.1977,1,0.0044184,0.1,0.0044184,0
0.0013656,0,0.76216,0.23648,0,294.01,0.21511,-0.022403,-2.7976e-13,0.21511,-0.022403,-2.7976e-13,5.1351e-08,1.9553,0.02139,0.21757,4.2923e-08,1.0128e+05,1.5896e+05,1.1964,1,0.0045236,0.1,0.0045236,0
0.001249,0,0.76225,0.2365,0,294.01,1.0267,-0.10693,-1.3353e-12,1.0267,-0.10693,-1.3353e-12,2.4509e-07,1.7974,0.019856,1.0384,2.0487e-07,1.0128e+05,1.5832e+05,1.1964,1,0.0046288,0.1,0.0046288,0
0.0011324,0,0.76234,0.23653,0,294.01,1.8383,-0.19145,-2.3908e-12,1.8383,-0.19145,-2.3908e-12,4.3884e-07,1.6395,0.018322,1.8593,3.6682e-07,1.0128e+05,1.5768e+05,1.1964,1,0.004734,0.1,0.004734,0
0.0010157,0,0.76242,0.23656,0,294.01,2.6499,-0.27598,-3.4463e-12,2.6499,-0.27598,-3.4463e-12,6.3258e-07,1.4816,0.016787,2.6802,5.2876e-07,1.0129e+05,1.5704e+05,1.1964,1,0.0048392,0.1,0.0048392,0
0.00089912,0,0.76251,0.23659,0,294.01,3.4615,-0.3605,-4.5018e-12,3.4615,-0.3605,-4.5018e-12,8.2632e-07,1.3237,0.015253,3.5011,6.9071e-07,1.0129e+05,1.564e+05,1.1964,1,0.0049444,0.1,0.0049444,0
0.00078249,0,0.7626,0.23661,0,294,4.2731,-0.44503,-5.5573e-12,4.2731,-0.44503,-5.5573e-12,1.0201e-06,1.1658,0.013719,4.322,8.5265e-07,1.0129e+05,1.5575e+05,1.1964,1,0.0050496,0.1,0.0050496,0
0.00066586,0,0.76269,0.23664,0,294,5.0847,-0.52955,-6.6128e-12,5.0847,-0.52955,-6.6128e-12,1.2138e-06,1.0079,0.012185,5.1428,1.0146e-06,1.0129e+05,1.5511e+05,1.1964,1,0.0051548,0.1,0.0051548,0
0.00054922,0,0.76278,0.23667,0,294,5.8963,-0.61408,-7.6683e-12,5.8963,-0.61408,-7.6683e-12,1.4075e-06,0.84999,0.01065,5.9637,1.1765e-06,1.013e+05,1.5447e+05,1.1964,1,0.00526,0.1,0.00526,0
0.00043259,0,0.76287,0.2367,0,294,6.7079,-0.6986,-8.7238e-12,6.7079,-0.6986,-8.7238e-12,1.6013e-06,0.6921,0.0091161,6.7846,1.3385e-06,1.013e+05,1.5383e+05,1.1964,1,0.0053652,0.1,0.0053652,0
0.00031596,0,0.76296,0.23673,0,294,7.5195,-0.78312,-9.7793e-12,7.5195,-0.78312,-9.7793e-12,1.795e-06,0.5342,0.0075819,7.6055,1.5004e-06,1.013e+05,1.5319e+05,1.1964,1,0.0054704,0.1,0.0054704,0
0.00019933,0,0.76305,0.23675,0,294,8.3311,-0.86765,-1.0835e-11,8.3311,-0.86765,-1.0835e-11,1.9888e-06,0.37631,0.0060476,8.4264,1.6624e-06,1.0131e+05,1.5255e+05,1.1963,1,0.0055756,0.1,0.0055756,0
8.2703e-05,0,0.76314,0.23678,0,293.99,9.1427,-0.95217,-1.189e-11,9.1427,-0.95217,-1.189e-11,2.1825e-06,0.21841,0.0045134,9.2472,1.8243e-06,1.0131e+05,1.5191e+05,1.1963,1,0.0056808,0.1,0.0056808,0
9.2111e-07,0,0.7632,0.2368,0,293.99,9.7203,-1.0038,-1.2308e-11,9.7203,-1.0038,-1.2308e-11,2.3551e-06,0.10643,0.0034483,9.8292,1.9686e-06,1.0131e+05,1.5128e+05,1.1963,1,0.005786,0.1,0.005786,0
8.4294e-07,0,0.7632,0.2368,0,293.99,9.7492,-0.97846,-1.1228e-11,9.7492,-0.97846,-1.1228e-11,2.4781e-06,0.10211,0.0034834,9.8512,2.0714e-06,1.0131e+05,1.5068e+05,1.1963,1,0.0058912,0.1,0.0058912,0
7.6478e-07,0,0.7632,0.2368,0,293.99,9.778,-0.95308,-1.0149e-11,9.778,-0.95308,-1.0149e-11,2.6011e-06,0.097795,0.0035185,9.8731,2.1742e-06,1.0131e+05,1.5009e+05,1.1963,1,0.0059964,0.1,0.0059964,0
6.8661e-07,0,0.7632,0.2368,0,293.99,9.8069,-0.92771,-9.0695e-12,9.8069,-0.92771,-9.0695e-12,2.7241e-06,0.093476,0.0035536,9.8951,2.277e-06,1.0131e+05,1.4949e+05,1.1963,1,0.0061016,0.1,0.0061016,0
6.0845e-07,0,0.7632,0.2368,0,293.99,9.8357,-0.90233,-7.9901e-12,9.8357,-0.90233,-7.9901e-12,2.8471e-06,0.089157,0.0035887,9.917,2.3798e-06,1.0131e+05,1.4889e+05,1.1963,1,0.0062068,0.1,0.0062068,0
5.3028e-07,0,0.7632,0.2368,0,293.99,9.8646,-0.87695,-6.9108e-12,9.8646,-0.87695,-6.9108e-12,2.9701e-06,0.084838,0.0036238,9.939,2.4826e-06,1.0131e+05,1.4829e+05,1.1963,1,0.006312,0.1,0.006312,0
4.5212e-07,0,0.7632,0.2368,0,293.99,9.8934,-0.85158,-5.8315e-12,9.8934,-0.85158,-5.8315e-12,3.0931e-06,0.080519,0.0036589,9.9609,2.5854e-06,1.0131e+05,1.477e+05,1.1963,1,0.0064172,0.1,0.0064172,0
3.7395e-07,0,0.7632,0.2368,0,293.99,9.9223,-0.8262,-4.7521e-12,9.9223,-0.8262,-4.7521e-12,3.2161e-06,0.0762,0.003694,9.9829,2.6882e-06,1.0131e+05,1.471e+05,1.1963,1,0.0065224,0.1,0.0065224,0
2.9579e-07,0,0.7632,0.2368,0,293.99,9.9511,-0.80082,-3.6728e-12,9.9511,-0.80082,-3.6728e-12,3.3391e-06,0.07188,0.003729,10.005,2.791e-06,1.0131e+05,1.465e+05,1.1964,1,0.0066276,0.1,0.0066276,0
2.1762e-07,0,0.7632,0.2368,0,293.99,9.98,-0.77544,-2.5934e-12,9.98,-0.77544,-2.5934e-12,3.4621e-06,0.067561,0.0037641,10.027,2.8938e-06,1.0131e+05,1.459e+05,1.1964,1,0.0067328,0.1,0.0067328,0
1.3946e-07,0,0.7632,0.2368,0,293.99,10.009,-0.75007,-1.5141e-12,10.009,-0.75007,-1.5141e-12,3.5851e-06,0.063242,0.0037992,10.049,2.9966e-06,1.0131e+05,1.4531e+05,1.1964,1,0.006838,0.1,0.006838,0
6.129e-08,0,0.7632,0.2368,0,293.99,10.038,-0.72469,-4.3472e-13,10.038,-0.72469,-4.3472e-13,3.7081e-06,0.058923,0.0038343,10.071,3.0995e-06,1.0131e+05,1.4471e+05,1.1964,1,0.0069432,0.1,0.0069432,0
8.8942e-10,0,0.7632,0.2368,0,293.99,10.053,-0.70297,4.8163e-13,10.053,-0.70297,4.8163e-13,3.828e-06,0.054632,0.0038335,10.08,3.1997e-06,1.0131e+05,1.4412e+05,1.1964,1,0.0070484,0.1,0.0070484,0
8.1508e-10,0,0.7632,0.2368,0,293.99,10.022,-0.69365,8.4448e-13,10.022,-0.69365,8.4448e-13,3.9377e-06,0.050438,0.0037107,10.048,3.2914e-06,1.0131e+05,1.4356e+05,1.1964,1,0.0071536,0.1,0.0071536,0
7.4074e-10,0,0.7632,0.2368,0,293.99,9.9902,-0.68434,1.2073e-12,9.9902,-0.68434,1.2073e-12,4.0474e-06,0.046243,0.0035879,10.017,3.383e-06,1.0131e+05,1.4299e+05,1.1964,1,0.0072588,0.1,0.0072588,0
6.664e-10,0,0.7632,0.2368,0,293.99,9.9588,-0.67502,1.5702e-12,9.9588,-0.67502,1.5702e-12,4.157e-06,0.042049,0.0034652,9.9846,3.4747e-06,1.0131e+05,1.4243e+05,1.1964,1,0.007364,0.1,0.007364,0
5.9207e-10,0,0.7632,0.2368,0,293.99,9.9275,-0.66571,1.933e-12,9.9275,-0.66571,1.933e-12,4.2667e-06,0.037855,0.0033424,9.9527,3.5663e-06,1.0131e+05,1.4186e+05,1.1964,1,0.0074692,0.1,0.0074692,0
5.1773e-10,0,0.7632,0.2368,0,293.99,9.8961,-0.65639,2.2958e-12,9.8961,-0.65639,2.2958e-12,4.3764e-06,0.03366,0.0032196,9.9208,3.658e-06,1.0132e+05,1.413e+05,1.1964,1,0.0075744,0.1,0.0075744,0
4.4339e-10,0,0.7632,0.2368,0,293.99,9.8648,-0.64708,2.6587e-12,9.8648,-0.64708,2.6587e-12,4.486e-06,0.029466,0.0030968,9.8889,3.7496e-06,1.0132e+05,1.4074e+05,1.1964,1,0.0076796,0.1,0.0076796,0
3.6905e-10,0,0.7632,0.2368,0,293.99,9.8334,-0.63776,3.0215e-12,9.8334,-0.63776,3.0215e-12,4.5957e-06,0.025271,0.0029741,9.857,3.8413e-06,1.0132e+05,1.4017e+05,1.1964,1,0.0077848,0.1,0.0077848,0
2.9471e-10,0,0.7632,0.2368,0,293.99,9.802,-0.62845,3.3844e-12,9.802,-0.62845,3.3844e-12,4.7054e-06,0.021077,0.0028513,9.8251,3.933e-06,1.0132e+05,1.3961e+05,1.1964,1,0.00789,0.1,0.00789,0
2.2037e-10,0,0.7632,0.2368,0,293.99,9.7707,-0.61914,3.7472e-12,9.7707,-0.61914,3.7472e-12,4.815e-06,0.016882,0.0027285,9.7932,4.0246e-06,1.0132e+05,1.3904e+05,1.1964,1,0.0079952,0.1,0.0079952,0
1.4603e-10,0,0.7632,0.2368,0,294,9.7393,-0.60982,4.1101e-12,9.7393,-0.60982,4.1101e-12,4.9247e-06,0.012688,0.0026057,9.7613,4.1163e-06,1.0132e+05,1.3848e+05,1.1964,1,0.0081004,0.1,0.0081004,0
7.1696e-11,0,0.7632,0.2368,0,294,9.708,-0.60051,4.4729e-12,9.708,-0.60051,4.4729e-12,5.0344e-06,0.0084933,0.002483,9.7294,4.2079e-06,1.0132e+05,1.3792e+05,1.1964,1,0.0082056,0.1,0.0082056,0
1.041e-12,0,0.7632,0.2368,0,294,9.6778,-0.59117,4.8088e-12,9.6778,-0.59117,4.8088e-12,5.1471e-06,0.0044942,0.0023657,9.6987,4.3021e-06,1.0132e+05,1.3735e+05,1.1964,1,0.0083108,0.1,0.0083108,0
9.5603e-13,0,0.7632,0.2368,0,294,9.6709,-0.58144,4.6283e-12,9.6709,-0.58144,4.6283e-12,5.3185e-06,0.0042387,0.0023541,9.6911,4.4454e-06,1.0132e+05,1.3682e+05,1.1964,1,0.008416,0.1,0.008416,0
8.7105e-13,0,0.7632,0.2368,0,294,9.6639,-0.5717,4.4478e-12,9.6639,-0.5717,4.4478e-12,5.4899e-06,0.0039831,0.0023425,9.6834,4.5887e-06,1.0132e+05,1.3629e+05,1.1964,1,0.0085212,0.1,0.0085212,0
7.8608e-13,0,0.7632,0.2368,0,294,9.657,-0.56197,4.2672e-12,9.657,-0.56197,4.2672e-12,5.6613e-06,0.0037276,0.0023309,9.6757,4.7319e-06,1.0132e+05,1.3576e+05,1.1964,1,0.0086264,0.1,0.0086264,0
7.011e-13,0,0.7632,0.2368,0,294,9.65,-0.55223,4.0867e-12,9.65,-0.55223,4.0867e-12,5.8327e-06,0.003472,0.0023193,9.668,4.8752e-06,1.0132e+05,1.3522e+05,1.1964,1,0.0087316,0.1,0.0087316,0
6.1612e-13,0,0.7632,0.2368,0,294,9.6431,-0.5425,3.9062e-12,9.6431,-0.5425,3.9062e-12,6.0041e-06,0.0032164,0.0023077,9.6603,5.0184e-06,1.0132e+05,1.3469e+05,1.1964,1,0.0088368,0.1,0.0088368,0
5.3115e-13,0,0.7632,0.2368,0,294,9.6361,-0.53276,3.7257e-12,9.6361,-0.53276,3.7257e-12,6.1755e-06,0.0029609,0.0022961,9.6526,5.1617e-06,1.0132e+05,1.3416e+05,1.1964,1,0.008942,0.1,0.008942,0
4.4617e-13,0,0.7632,0.2368,0,294,9.6292,-0.52303,3.5452e-12,9.6292,-0.52303,3.5452e-12,6.3469e-06,0.0027053,0.0022845,9.645,5.3049e-06,1.0132e+05,1.3363e+05,1.1964,1,0.0090472,0.1,0.0090472,0
3.6119e-13,0,0.7632,0.2368,0,294,9.6222,-0.5133,3.3647e-12,9.6222,-0.5133,3.3647e-12,6.5183e-06,0.0024498,0.0022729,9.6373,5.4482e-06,1.0132e+05,1.3309e+05,1.1964,1,0.0091524,0.1,0.0091524,0
2.7622e-13,0,0.7632,0.2368,0,294,9.6153,-0.50356,3.1841e-12,9.6153,-0.50356,3.1841e-12,6.6897e-06,0.0021942,0.0022612,9.6296,5.5915e-06,1.0132e+05,1.3256e+05,1.1964,1,0.0092576,0.1,0.0092576,0
1.9124e-13,0,0.7632,0.2368,0,294,9.6083,-0.49383,3.0036e-12,9.6083,-0.49383,3.0036e-12,6.8611e-06,0.0019387,0.0022496,9.6219,5.7347e-06,1.0132e+05,1.3203e+05,1.1964,1,0.0093628,0.1,0.0093628,0
1.0626e-13,0,0.7632,0.2368,0,294,9.6014,-0.48409,2.8231e-12,9.6014,-0.48409,2.8231e-12,7.0325e-06,0.0016831,0.002238,9.6142,5.878e-06,1.0132e+05,1.315e+05,1.1964,1,0.009468,0.1,0.009468,0
2.1287e-14,0,0.7632,0.2368,0,294,9.5944,-0.47436,2.6426e-12,9.5944,-0.47436,2.6426e-12,7.2039e-06,0.0014275,0.0022264,9.6065,6.0212e-06,1.0132e+05,1.3096e+05,1.1964,1,0.0095732,0.1,0.0095732,0
1.1884e-15,0,0.7632,0.2368,0,294,9.5849,-0.46761,2.2513e-12,9.5849,-0.46761,2.2513e-12,7.4718e-06,0.0013406,0.0022211,9.5967,6.2452e-06,1.0132e+05,1.3045e+05,1.1964,1,0.0096784,0.1,0.0096784,0
1.0864e-15,0,0.7632,0.2368,0,294,9.5746,-0.46179,1.7951e-12,9.5746,-0.46179,1.7951e-12,7.7695e-06,0.0013056,0.0022176,9.5861,6.4939e-06,1.0132e+05,1.2995e+05,1.1964,1,0.0097836,0.1,0.0097836,0
9.8435e-16,0,0.7632,0.2368,0,294,9.5643,-0.45597,1.3389e-12,9.5643,-0.45597,1.3389e-12,8.0671e-06,0.0012706,0.0022142,9.5756,6.7427e-06,1.0132e+05,1.2945e+05,1.1964,1,0.0098888,0.1,0.0098888,0
8.823e-16,0,0.7632,0.2368,0,294,9.554,-0.45014,8.8269e-13,9.554,-0.45014,8.8269e-13,8.3648e-06,0.0012357,0.0022108,9.5651,6.9915e-06,1.0132e+05,1.2894e+05,1.1964,1,0.009994,0.1,0.009994,0
7.8026e-16,0,0.7632,0.2368,0,294,9.5438,-0.44432,4.2648e-13,9.5438,-0.44432,4.2648e-13,8.6624e-06,0.0012007,0.0022073,9.5545,7.2403e-06,1.0132e+05,1.2844e+05,1.1964,1,0.010099,0.1,0.010099,0
6.7821e-16,0,0.7632,0.2368,0,294,9.5335,-0.43849,-2.974e-14,9.5335,-0.43849,-2.974e-14,8.9601e-06,0.0011657,0.0022039,9.544,7.4891e-06,1.0132e+05,1.2794e+05,1.1964,1,0.010204,0.1,0.010204,0
5.7617e-16,0,0.7632,0.2368,0,294,9.5232,-0.43267,-4.8596e-13,9.5232,-0.43267,-4.8596e-13,9.2577e-06,0.0011307,0.0022005,9.5334,7.7379e-06,1.0132e+05,1.2744e+05,1.1964,1,0.01031,0.1,0.01031,0
4.7412e-16,0,0.7632,0.2368,0,294,9.5129,-0.42684,-9.4217e-13,9.5129,-0.42684,-9.4217e-13,9.5554e-06,0.0010958,0.002197,9.5229,7.9866e-06,1.0132e+05,1.2693e+05,1.1964,1,0.010415,0.1,0.010415,0
3.7208e-16,0,0.7632,0.2368,0,294,9.5026,-0.42102,-1.3984e-12,9.5026,-0.42102,-1.3984e-12,9.8531e-06,0.0010608,0.0021936,9.5124,8.2354e-06,1.0132e+05,1.2643e+05,1.1964,1,0.01052,0.1,0.01052,0
2.7003e-16,0,0.7632,0.2368,0,294,9.4923,-0.4152,-1.8546e-12,9.4923,-0.4152,-1.8546e-12,1.0151e-05,0.0010258,0.0021902,9.5018,8.4842e-06,1.0132e+05,1.2593e+05,1.1964,1,0.010625,0.1,0.010625,0
1.6799e-16,0,0.7632,0.2368,0,294,9.482,-0.40937,-2.3108e-12,9.482,-0.40937,-2.3108e-12,1.0448e-05,0.00099083,0.0021867,9.4913,8.733e-06,1.0132e+05,1.2543e+05,1.1964,1,0.01073,0.1,0.01073,0
6.594e-17,0,0.7632,0.2368,0,294,9.4717,-0.40355,-2.767e-12,9.4717,-0.40355,-2.767e-12,1.0746e-05,0.00095586,0.0021833,9.4808,8.9818e-06,1.0132e+05,1.2492e+05,1.1964,1,0.010836,0.1,0.010836,0
1.6951e-18,0,0.7632,0.2368,0,294,9.4641,-0.39789,-3.1486e-12,9.4641,-0.39789,-3.1486e-12,1.1042e-05,0.00093035,0.0021802,9.4729,9.2293e-06,1.0132e+05,1.2443e+05,1.1964,1,0.010941,0.1,0.010941,0
