x,y,z,Density,Momentum_0,Momentum_1,Momentum_2,Energy,Nu_Tilde,Pressure,Temperature,Mach,Pressure_Coefficient,Velocity_0,Velocity_1,Velocity_2,Laminar_Viscosity,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Heat_Flux,Y_Plus,Eddy_Viscosity,Vorticity,Q_Criterion,Orthogonality,Aspect_Ratio,Volume_Ratio
1.3857865042155026e-06,-0.0003077939036302,0.0,0.7277487516403198,0.0,0.0,0.0,156922.421875,0.0,62768.96875,300.4649963378906,0.0,1.002190351486206,0.0,0.0,0.0,1.8481156075722535e-05,2.3650509319850244e-06,-0.0002616042329464,0.0,-0.0,0.028961393982172,0.0,4790.58740234375,-808.5578002929688,87.64363861083984,29.86873817443848,1.022391438484192
1.688486008788459e-06,-0.0003396511892788,0.0,0.727748453617096,0.0,0.0,0.0,156922.359375,0.0,62768.9453125,300.4649963378906,0.0,1.0021138191223145,0.0,0.0,0.0,1.8481156075722535e-05,3.1642189242120367e-06,-0.0003169093397445,0.0,-0.0,0.0318723954260349,0.0,5803.40576171875,-793.1978149414062,87.43701934814453,30.532936096191406,1.0223850011825562
2.029034021688858e-06,-0.0003722177352756,0.0,0.7277480959892273,0.0,0.0,0.0,156922.28125,0.0,62768.91015625,300.4649963378906,0.0,1.0020204782485962,0.0,0.0,0.0,1.8481156075722535e-05,4.089180492883315e-06,-0.0003733850608114,0.0,-0.0,0.034591719508171,0.0,6837.6875,-775.4107666015625,87.23175811767578,31.21179962158203,1.022378921508789
2.40974031839869e-06,-0.0004055092867929,0.0,0.7277476787567139,0.0,0.0,0.0,156922.1875,0.0,62768.875,300.4649658203125,0.0,1.0019093751907349,0.0,0.0,0.0,1.8481156075722535e-05,5.147866886545671e-06,-0.0004310618969611,0.0,-0.0,0.0371626317501068,0.0,7893.99560546875,-755.087158203125,87.02789306640625,31.905649185180664,1.0223733186721802
2.8330384793662238e-06,-0.0004395418800413,0.0,0.7277472019195557,0.0,0.0,0.0,156922.078125,0.0,62768.83203125,300.4649658203125,0.0,1.0017794370651243,0.0,0.0,0.0,1.8481156075722535e-05,6.348664555844152e-06,-0.0004899708437733,0.0,-0.0,0.0396151579916477,0.0,8972.9033203125,-732.3028564453125,86.82546997070312,32.61481857299805,1.0223679542541504
3.301492142782081e-06,-0.0004743319877889,0.0,0.7277466058731079,0.0,0.0,0.0,156921.953125,0.0,62768.78125,300.4649658203125,0.0,1.0016294717788696,0.0,0.0,0.0,1.848115425673313e-05,7.700455171288922e-06,-0.0005501444102264,0.0,-0.0,0.0419711656868457,0.0,10075.01171875,-707.31494140625,86.62451171875,33.339637756347656,1.0223629474639893
3.817801371042151e-06,-0.0005098963738419,0.0,0.7277459502220154,0.0,0.0,0.0,156921.796875,0.0,62768.72265625,300.4649353027344,0.0,1.0014582872390747,0.0,0.0,0.0,1.848115425673313e-05,9.212641998601612e-06,-0.0006116164149716,0.0,-0.0,0.0442471764981746,0.0,11200.9453125,-680.5866088867188,86.42506408691406,34.08046340942383,1.0223584175109863
4.384811290947255e-06,-0.0005462522385641,0.0,0.7277452349662781,0.0,0.0,0.0,156921.640625,0.0,62768.65625,300.4649353027344,0.0,1.0012646913528442,0.0,0.0,0.0,1.848115425673313e-05,1.0895188097492792e-05,-0.0006744218990206,0.0,-0.0,0.0464560501277446,0.0,12351.3564453125,-652.7695922851562,86.2271728515625,34.8376350402832,1.0223541259765625
5.005518232792383e-06,-0.0005834171315655,0.0,0.727744460105896,0.0,0.0,0.0,156921.453125,0.0,62768.58203125,300.46490478515625,0.0,1.0010473728179932,0.0,0.0,0.0,1.848115243774373e-05,1.2758647244481836e-05,-0.0007385973585769,0.0,-0.0,0.0486080311238765,0.0,13526.9189453125,-624.6459350585938,86.03087615966797,35.61152267456055,1.0223503112792969
5.683079507434741e-06,-0.0006214089225977,0.0,0.7277435064315796,0.0,0.0,0.0,156921.25,0.0,62768.5,300.46490478515625,0.0,1.0008049011230469,0.0,0.0,0.0,1.848115243774373e-05,1.4814207133895252e-05,-0.0008041806868277,0.0,-0.0,0.0507114641368389,0.0,14728.3359375,-597.0454711914062,85.83621978759766,36.40249252319336,1.0223537683486938
