x,y,z,Density,Momentum_0,Momentum_1,Momentum_2,Energy,Turb_Kin_Energy,Omega,Pressure,Temperature,Mach,Pressure_Coefficient,Velocity_0,Velocity_1,Velocity_2,Laminar_Viscosity,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Heat_Flux,Y_Plus,Eddy_Viscosity,Vorticity,Q_Criterion,Orthogonality,Aspect_Ratio,Volume_Ratio
0.3964653313159942,-0.038150854408741,0.0,0.7232522368431091,0.0,0.0,0.0,155924.234375,1.000000013351432e-10,4713633792.0,62369.6953125,300.40985107421875,0.0,-0.1776350736618042,0.0,0.0,0.0,1.8478549463907257e-05,0.0042456523515284,0.0001918976049637,0.0,-0.0,0.1149356141686439,1.5343835240166404e-20,77835.03125,-0.007201038300991,63.42105865478516,4665.83349609375,1.0059155225753784
0.4019007086753845,-0.0379020124673843,0.0,0.7232673764228821,0.0,0.0,0.0,155927.28125,1.000000013351432e-10,4700130304.0,62370.9140625,300.4094543457031,0.0,-0.1740279346704483,0.0,0.0,0.0,1.8478529455023814e-05,0.0042029428295791,0.000197292654775,0.0,-0.0,0.1145248562097549,1.5388241268128577e-20,77058.296875,-0.0158350653946399,63.488040924072266,4683.57666015625,1.0050984621047974
0.4073585569858551,-0.0376395098865032,0.0,0.7232829332351685,0.0,0.0,0.0,155930.5,1.000000013351432e-10,4692061184.0,62372.19921875,300.4091796875,0.0,-0.1702314466238021,0.0,0.0,0.0,1.8478516722097996e-05,0.0041574230417609,0.000205020638532,0.0,-0.0,0.1140074282884597,1.541503739633132e-20,76232.4609375,-0.0259638875722885,63.51858139038086,4700.28662109375,1.004799723625183
0.4128376245498657,-0.0373626686632633,0.0,0.7233009934425354,0.0,0.0,0.0,155934.65625,1.000000013351432e-10,4684575744.0,62373.859375,300.40966796875,0.0,-0.1653221845626831,0.0,0.0,0.0,1.847854036896024e-05,0.0041083032265305,0.0002119333221344,0.0,-0.0,0.113428846001625,1.544005314751251e-20,75340.296875,-0.0157397165894508,63.55445098876953,4715.9462890625,1.004714846611023
0.4183367490768432,-0.0370731838047504,0.0,0.7233204245567322,0.0,0.0,0.0,155939.21875,1.000000013351432e-10,4675679744.0,62375.6875,300.410400390625,0.0,-0.1599204838275909,0.0,0.0,0.0,1.8478574929758903e-05,0.0040636379271745,0.0002175721165258,0.0,-0.0,0.1129235103726387,1.5469846189848627e-20,74528.6953125,-0.0153457075357437,63.60802459716797,4730.53857421875,1.0046299695968628
0.4238547384738922,-0.0367727987468242,0.0,0.7233404517173767,0.0,0.0,0.0,155943.96875,1.000000013351432e-10,4665376256.0,62377.58984375,300.4112243652344,0.0,-0.1543033719062805,0.0,0.0,0.0,1.8478614947525784e-05,0.0040214341133832,0.0002218801528215,0.0,-0.0,0.1124644130468368,1.5504439141559536e-20,73761.03125,-0.0140174888074398,63.67953109741211,4744.0498046875,1.0045446157455444
0.4293904602527618,-0.0364632979035377,0.0,0.7233607172966003,0.0,0.0,0.0,155948.71875,1.000000013351432e-10,4653671424.0,62379.4921875,300.4119873046875,0.0,-0.148685947060585,0.0,0.0,0.0,1.847864950832445e-05,0.0039822114631533,0.0002249250974273,0.0,-0.0,0.1120592504739761,1.5543870776736454e-20,73046.7890625,-0.0120790004730224,63.76919555664063,4756.4677734375,1.0044584274291992
0.4349427223205566,-0.0361465215682983,0.0,0.7233806252479553,0.0,0.0,0.0,155953.28125,1.000000013351432e-10,4640578560.0,62381.31640625,300.4125061035156,0.0,-0.1432947665452957,0.0,0.0,0.0,1.84786749741761e-05,0.0039466675370931,0.0002267837699037,0.0,-0.0,0.1117183268070221,1.5588155635663585e-20,72398.734375,-0.0090614184737205,63.87715911865234,4767.78125,1.0043708086013794
0.4405103325843811,-0.0358243286609649,0.0,0.7233999371528625,0.0,0.0,0.0,155957.46875,1.000000013351432e-10,4626114048.0,62382.984375,300.4125366210937,0.0,-0.1383607387542724,0.0,0.0,0.0,1.84786749741761e-05,0.0039165965281426,0.0002275942242704,0.0,-0.0,0.1114678233861923,1.5637313105386536e-20,71849.7734375,-0.0058091878890991,64.00360870361328,4777.97802734375,1.0042812824249268
0.4460920989513397,-0.0354986265301704,0.0,0.7234179973602295,0.0,0.0,0.0,155961.203125,1.000000013351432e-10,4610309120.0,62384.48046875,300.4122314453125,0.0,-0.1339423358440399,0.0,0.0,0.0,1.8478660422260876e-05,0.0038983146660029,0.0002279011823702,0.0,-0.0,0.1113990023732185,1.5691312489749763e-20,71515.90625,-0.0066353306174278,64.1465835571289,4787.04931640625,1.0041533708572388
