"x","y","mut"
  0.7500000,      5.3886667E-02,   82.05972    
  0.7500000,      5.3965852E-02,   82.23724    
  0.7500000,      5.4046646E-02,   82.33994    
  0.7500000,      5.4129094E-02,   82.36427    
  0.7500000,      5.4213211E-02,   82.30663    
  0.7500000,      5.4299049E-02,   82.16325    
  0.7500000,      5.4386631E-02,   81.93033    
  0.7500000,      5.4476008E-02,   81.60389    
  0.7500000,      5.4567195E-02,   81.17986    
  0.7500000,      5.4660246E-02,   80.65398    
  0.7500000,      5.4755189E-02,   80.02189    
  0.7500000,      5.4852068E-02,   79.27906    
  0.7500000,      5.4950923E-02,   78.42081    
  0.7500000,      5.5051789E-02,   77.44235    
  0.7500000,      5.5154711E-02,   76.33876    
  0.7500000,      5.5259719E-02,   75.10512    
  0.7500000,      5.5366881E-02,   73.73653    
  0.7500000,      5.5476218E-02,   72.22837    
  0.7500000,      5.5587791E-02,   70.57648    
  0.7500000,      5.5701628E-02,   68.77763    
  0.7500000,      5.5817790E-02,   66.83004    
  0.7500000,      5.5936322E-02,   64.73424    
  0.7500000,      5.6057259E-02,   62.49402    
  0.7500000,      5.6180663E-02,   60.11786    
  0.7500000,      5.6306586E-02,   57.62054    
  0.7500000,      5.6435063E-02,   55.02586    
  0.7500000,      5.6566171E-02,   52.37206    
  0.7500000,      5.6699947E-02,   49.72667    
  0.7500000,      5.6836441E-02,   47.18938    
  0.7500000,      5.6975722E-02,   44.84702    
  0.7500000,      5.7117835E-02,   42.74976    
  0.7500000,      5.7262853E-02,   40.92123    
  0.7500000,      5.7410821E-02,   39.33162    
  0.7500000,      5.7561800E-02,   37.72223    
  0.7500000,      5.7715856E-02,   34.80149    
  0.7500000,      5.7873055E-02,   31.25389    
  0.7500000,      5.8033451E-02,   27.59364    
  0.7500000,      5.8197111E-02,   23.84545    
  0.7500000,      5.8364116E-02,   20.04920    
  0.7500000,      5.8534518E-02,   16.26614    
  0.7500000,      5.8708392E-02,   12.58892    
  0.7500000,      5.8885813E-02,   9.155130    
  0.7500000,      5.9066840E-02,   6.156306    
  0.7500000,      5.9251562E-02,   3.803227    
  0.7500000,      5.9440047E-02,   2.191538    
  0.7500000,      5.9632361E-02,   1.187027    
  0.7500000,      5.9828609E-02,  0.5176820    
  0.7500000,      6.0028844E-02,  0.1328840    
  0.7500000,      6.0233161E-02,  2.3553347E-02
  0.7500000,      6.0441643E-02,  5.5503221E-03
  0.7500000,      6.0654372E-02,  3.1456393E-03
  0.7500000,      6.0871437E-02,  2.8616288E-03
  0.7500000,      6.1092913E-02,  2.8404878E-03
  0.7500000,      6.1318912E-02,  2.8495579E-03
