 "x","cp"
 1.441874743E+00, 2.385806479E-02
 1.443103671E+00, 2.369235083E-02
 1.444323659E+00, 2.352744341E-02
 1.445534945E+00, 2.336328849E-02
 1.446737409E+00, 2.319983579E-02
 1.447931170E+00, 2.303703316E-02
 1.449116349E+00, 2.287482843E-02
 1.450292826E+00, 2.271316387E-02
 1.451460838E+00, 2.255198546E-02
 1.452620268E+00, 2.239123546E-02
 1.453771353E+00, 2.223085426E-02
 1.454913974E+00, 2.207078040E-02
 1.456048250E+00, 2.191094868E-02
 1.457174182E+00, 2.175129764E-02
 1.458291888E+00, 2.159175277E-02
 1.459401369E+00, 2.143224701E-02
 1.460502625E+00, 2.127270028E-02
 1.461595893E+00, 2.111303806E-02
 1.462680936E+00, 2.095317282E-02
 1.463758111E+00, 2.079302073E-02
 1.464827180E+00, 2.063248307E-02
 1.465888381E+00, 2.047146298E-02
 1.466941714E+00, 2.030985244E-02
 1.467987180E+00, 2.014753595E-02
 1.469024777E+00, 1.998439245E-02
 1.470054746E+00, 1.982028782E-02
 1.471076965E+00, 1.965507492E-02
 1.472091556E+00, 1.948859729E-02
 1.473098636E+00, 1.932068355E-02
 1.474098086E+00, 1.915114000E-02
 1.475089908E+00, 1.897976175E-02
 1.476074457E+00, 1.880631037E-02
 1.477051497E+00, 1.863053069E-02
 1.478021145E+00, 1.845213212E-02
 1.478983521E+00, 1.827078499E-02
 1.479938626E+00, 1.808612235E-02
 1.480886459E+00, 1.789772138E-02
 1.481827140E+00, 1.770509779E-02
 1.482760668E+00, 1.750769652E-02
 1.483687043E+00, 1.730487309E-02
 1.484606385E+00, 1.709588245E-02
 1.485518813E+00, 1.687985659E-02
 1.486424208E+00, 1.665574871E-02
 1.487322688E+00, 1.642226055E-02
 1.488214374E+00, 1.617769897E-02
 1.489099145E+00, 1.591986232E-02
 1.489977121E+00, 1.564608514E-02
 1.490848422E+00, 1.535379607E-02
 1.491712928E+00, 1.504124422E-02
 1.492570877E+00, 1.470818091E-02
 1.493422151E+00, 1.435200032E-02
 1.494266987E+00, 1.396002807E-02
 1.495105147E+00, 1.348804031E-02
 1.495936871E+00, 1.285686251E-02
 1.496762276E+00, 1.195070613E-02
 1.497581124E+00, 1.075021829E-02
 1.498393774E+00, 9.410849772E-03
 1.499199986E+00, 8.598552085E-03
 1.500000000E+00, 7.908262312E-03
