"x","cf"
 4.764842689E-01, 2.535523381E-03
 4.798111618E-01, 2.556174528E-03
 4.831458032E-01, 2.578476910E-03
 4.864880145E-01, 2.602531109E-03
 4.898376465E-01, 2.628621645E-03
 4.931944907E-01, 2.656579716E-03
 4.965583980E-01, 2.686212305E-03
 4.999292195E-01, 2.717743162E-03
 5.033067465E-01, 2.751351101E-03
 5.066908002E-01, 2.786876634E-03
 5.100812912E-01, 2.824111376E-03
 5.134780407E-01, 2.863214817E-03
 5.168808699E-01, 2.904462395E-03
 5.202897191E-01, 2.947707195E-03
 5.237043500E-01, 2.992762951E-03
 5.271247625E-01, 3.039586358E-03
 5.305507779E-01, 3.088336904E-03
 5.339823365E-01, 3.139201319E-03
 5.374191999E-01, 3.192003816E-03
 5.408614874E-01, 3.246613778E-03
 5.443089604E-01, 3.303020727E-03
 5.477616787E-01, 3.361214418E-03
 5.512195230E-01, 3.421295900E-03
 5.546824932E-01, 3.483312670E-03
 5.581504703E-01, 3.547110129E-03
 5.616235137E-01, 3.612609813E-03
 5.651015639E-01, 3.679785877E-03
 5.685847402E-01, 3.748603165E-03
 5.720728636E-01, 3.819038393E-03
 5.755661130E-01, 3.891051514E-03
 5.790644884E-01, 3.964646254E-03
 5.825679898E-01, 4.039688502E-03
 5.860767365E-01, 4.115630873E-03
 5.895906687E-01, 4.190741573E-03
 5.931099653E-01, 4.262593575E-03
 5.966346264E-01, 4.339939915E-03
 6.001648307E-01, 4.433398135E-03
 6.037005186E-01, 4.527520854E-03
 6.072419286E-01, 4.607985262E-03
 6.107890606E-01, 4.685297608E-03
 6.143419743E-01, 4.766916856E-03
 6.179008484E-01, 4.850558937E-03
 6.214657426E-01, 4.934752360E-03
 6.250367761E-01, 5.019016564E-03
 6.286140084E-01, 5.103126634E-03
 6.321974993E-01, 5.186886527E-03
 6.357874274E-01, 5.270091351E-03
 6.393837333E-01, 5.352522712E-03
 6.429865360E-01, 5.433950573E-03
 6.465959549E-01, 5.514136050E-03
 6.502119303E-01, 5.592829082E-03
 6.538345814E-01, 5.669765174E-03
 6.574639082E-01, 5.744672380E-03
 6.610997915E-01, 5.817272235E-03
 6.647424102E-01, 5.887277890E-03
 6.683915854E-01, 5.954395514E-03
 6.720473170E-01, 6.018326152E-03
 6.757094860E-01, 6.078769453E-03
 6.793780923E-01, 6.135425065E-03
 6.830529571E-01, 6.188006140E-03
 6.867339015E-01, 6.236206740E-03
 6.904208660E-01, 6.279797293E-03
 6.941135526E-01, 6.318443920E-03
 6.978118420E-01, 6.351468619E-03
 7.015154362E-01, 6.378591992E-03
 7.052240968E-01, 6.400044076E-03
 7.089375854E-01, 6.415721495E-03
