 "x","y","mut"
 7.500003741E-01, 1.018898932E-01, 2.045473417E-01
 7.500003741E-01, 1.029470450E-01, 2.046331606E-01
 7.500003741E-01, 1.040257341E-01, 2.047178066E-01
 7.500003741E-01, 1.051263993E-01, 2.048013276E-01
 7.500003741E-01, 1.062494883E-01, 2.048837692E-01
 7.500003741E-01, 1.073954580E-01, 2.049651743E-01
 7.500003741E-01, 1.085647745E-01, 2.050455839E-01
 7.500003741E-01, 1.097579135E-01, 2.051250365E-01
 7.500003741E-01, 1.109753602E-01, 2.052035686E-01
 7.500003741E-01, 1.122176100E-01, 2.052812144E-01
 7.500003741E-01, 1.134851681E-01, 2.053580065E-01
 7.500003741E-01, 1.147785501E-01, 2.054339752E-01
 7.500003741E-01, 1.160982821E-01, 2.055091492E-01
 7.500003741E-01, 1.174449011E-01, 2.055835553E-01
 7.500003741E-01, 1.188189546E-01, 2.056572186E-01
 7.500003741E-01, 1.202210018E-01, 2.057301625E-01
 7.500003741E-01, 1.216516128E-01, 2.058024090E-01
 7.500003741E-01, 1.231113696E-01, 2.058739782E-01
 7.500003741E-01, 1.246008659E-01, 2.059448891E-01
 7.500003741E-01, 1.261207078E-01, 2.060151590E-01
 7.500003741E-01, 1.276715134E-01, 2.060848041E-01
 7.500003741E-01, 1.292539135E-01, 2.061538391E-01
 7.500003741E-01, 1.308685518E-01, 2.062222775E-01
 7.500003741E-01, 1.325160850E-01, 2.062901316E-01
 7.500003741E-01, 1.341971835E-01, 2.063574125E-01
 7.500003741E-01, 1.359125309E-01, 2.064241302E-01
 7.500003741E-01, 1.376628250E-01, 2.064902937E-01
 7.500003741E-01, 1.394487779E-01, 2.065559110E-01
 7.500003741E-01, 1.412711159E-01, 2.066209891E-01
 7.500003741E-01, 1.431305804E-01, 2.066855340E-01
 7.500003741E-01, 1.450279277E-01, 2.067495510E-01
 7.500003741E-01, 1.469639296E-01, 2.068130445E-01
 7.500003741E-01, 1.489393736E-01, 2.068760180E-01
 7.500003741E-01, 1.509550633E-01, 2.069384743E-01
 7.500003741E-01, 1.530118187E-01, 2.070004157E-01
 7.500003741E-01, 1.551104762E-01, 2.070618435E-01
 7.500003741E-01, 1.572518896E-01, 2.071227587E-01
 7.500003741E-01, 1.594369300E-01, 2.071831614E-01
 7.500003741E-01, 1.616664862E-01, 2.072430514E-01
 7.500003741E-01, 1.639414651E-01, 2.073024279E-01
 7.500003741E-01, 1.662627921E-01, 2.073612895E-01
 7.500003741E-01, 1.686314114E-01, 2.074196347E-01
 7.500003741E-01, 1.710482865E-01, 2.074774611E-01
 7.500003741E-01, 1.735144006E-01, 2.075347664E-01
 7.500003741E-01, 1.760307567E-01, 2.075915476E-01
 7.500003741E-01, 1.785983786E-01, 2.076478017E-01
 7.500003741E-01, 1.812183105E-01, 2.077035251E-01
 7.500003741E-01, 1.838916182E-01, 2.077587144E-01
 7.500003741E-01, 1.866193892E-01, 2.078133655E-01
 7.500003741E-01, 1.894027330E-01, 2.078674744E-01
