"x","cp"
 5.206900090E-02, 3.244100139E-02
 5.326300114E-02, 3.252400085E-02
 5.446499959E-02, 3.260799870E-02
 5.567599833E-02, 3.269099817E-02
 5.689600110E-02, 3.277700022E-02
 5.812500045E-02, 3.286400065E-02
 5.936300009E-02, 3.295300156E-02
 6.061000004E-02, 3.304599971E-02
 6.186499819E-02, 3.313799948E-02
 6.312999874E-02, 3.322999924E-02
 6.440400332E-02, 3.332599998E-02
 6.568700075E-02, 3.342400119E-02
 6.697899848E-02, 3.352300078E-02
 6.827999651E-02, 3.362400085E-02
 6.959100068E-02, 3.372799978E-02
 7.091099769E-02, 3.383199871E-02
 7.224000245E-02, 3.393999860E-02
 7.357899845E-02, 3.404999897E-02
 7.492700219E-02, 3.415999934E-02
 7.628399879E-02, 3.427400067E-02
 7.765199989E-02, 3.438999876E-02
 7.902900130E-02, 3.450600058E-02
 8.041500300E-02, 3.462500125E-02
 8.181100339E-02, 3.474700078E-02
 8.321700245E-02, 3.487300128E-02
 8.463300020E-02, 3.499799967E-02
 8.605899662E-02, 3.512899950E-02
 8.749400079E-02, 3.525999933E-02
 8.894000202E-02, 3.539099917E-02
 9.039500356E-02, 3.552800044E-02
 9.186100215E-02, 3.566800058E-02
 9.333600104E-02, 3.580800071E-02
 9.482199699E-02, 3.595099971E-02
 9.631799906E-02, 3.609700128E-02
 9.782399982E-02, 3.624600172E-02
 9.933999926E-02, 3.639800102E-02
 1.008699983E-01, 3.655299917E-02
 1.023999974E-01, 3.671099991E-02
 1.039500013E-01, 3.687199950E-02
 1.055099964E-01, 3.703299910E-02
 1.070799977E-01, 3.720000014E-02
 1.086599976E-01, 3.737000003E-02
 1.102500036E-01, 3.754299879E-02
 1.118500009E-01, 3.771900013E-02
 1.134599969E-01, 3.789699823E-02
 1.150799990E-01, 3.807900101E-02
 1.167099997E-01, 3.826399893E-02
 1.183499992E-01, 3.845199943E-02
 1.200100034E-01, 3.864600137E-02
 1.216700003E-01, 3.884200007E-02
 1.233500019E-01, 3.904199973E-02
 1.250399947E-01, 3.924499825E-02
 1.267299950E-01, 3.945299983E-02
 1.284399927E-01, 3.966199979E-02
 1.301600039E-01, 3.987599909E-02
 1.318899989E-01, 4.009699821E-02
 1.336400062E-01, 4.032000154E-02
 1.353899986E-01, 4.054699838E-02
 1.371600032E-01, 4.077899829E-02
 1.389299929E-01, 4.101499915E-02
 1.407199949E-01, 4.125599936E-02
 1.425199956E-01, 4.150100052E-02
 1.443299949E-01, 4.175100103E-02
 1.461499929E-01, 4.200400040E-02
 1.479800045E-01, 4.226399958E-02
 1.498299986E-01, 4.252900183E-02
 1.516900063E-01, 4.279699922E-02
 1.535499990E-01, 4.307400063E-02
 1.554300040E-01, 4.335400090E-02
 1.573199928E-01, 4.363700002E-02
 1.592299938E-01, 4.392899945E-02
 1.611399949E-01, 4.422700033E-02
 1.630699933E-01, 4.452899843E-02
 1.650100052E-01, 4.483800009E-02
 1.669600010E-01, 4.515400156E-02
 1.689199954E-01, 4.547600076E-02
 1.709000021E-01, 4.580400139E-02
 1.728799939E-01, 4.613799974E-02
 1.748799980E-01, 4.648099840E-02
 1.768900007E-01, 4.682600126E-02
 1.789100021E-01, 4.718400165E-02
 1.809500009E-01, 4.754700139E-02
 1.829899997E-01, 4.791700095E-02
 1.850499958E-01, 4.829600081E-02
 1.871200055E-01, 4.868000001E-02
 1.892099977E-01, 4.907599837E-02
 1.913000047E-01, 4.947900027E-02
 1.934099942E-01, 4.989000037E-02
 1.955299973E-01, 5.031000078E-02
 1.976599991E-01, 5.073900148E-02
 1.997999996E-01, 5.118000135E-02
 2.019599974E-01, 5.162699893E-02
 2.041299939E-01, 5.208599940E-02
 2.063100040E-01, 5.255699903E-02
 2.084999979E-01, 5.303400010E-02
 2.107100040E-01, 5.352599919E-02
 2.129299939E-01, 5.402699858E-02
 2.151599973E-01, 5.454200134E-02
 2.173999995E-01, 5.506699905E-02
 2.196599990E-01, 5.560300127E-02
 2.219299972E-01, 5.615400150E-02
 2.242099941E-01, 5.671799928E-02
 2.265000045E-01, 5.729600042E-02
 2.288099974E-01, 5.788899958E-02
 2.311300039E-01, 5.849400163E-02
 2.334599942E-01, 5.911400169E-02
 2.358099967E-01, 5.975199863E-02
 2.381599993E-01, 6.040399894E-02
 2.405299991E-01, 6.107499823E-02
 2.429099977E-01, 6.176000088E-02
 2.453099936E-01, 6.246700138E-02
 2.477200031E-01, 6.318800151E-02
 2.501400113E-01, 6.393299997E-02
 2.525700033E-01, 6.469599903E-02
 2.550100088E-01, 6.548000127E-02
 2.574700117E-01, 6.628700346E-02
 2.599399984E-01, 6.711599976E-02
 2.624300122E-01, 6.796800345E-02
 2.649199963E-01, 6.884700060E-02
 2.674300075E-01, 6.975000352E-02
 2.699500024E-01, 7.067999989E-02
 2.724899948E-01, 7.163999975E-02
 2.750299871E-01, 7.262899727E-02
 2.775900066E-01, 7.365100086E-02
 2.801600099E-01, 7.470300049E-02
 2.827500105E-01, 7.579399645E-02
 2.853499949E-01, 7.691799849E-02
 2.879599929E-01, 7.808300108E-02
 2.905800045E-01, 7.928700000E-02
 2.932099998E-01, 8.053900301E-02
 2.958599925E-01, 8.183500171E-02
 2.985199988E-01, 8.318199962E-02
 3.011899889E-01, 8.458600193E-02
 3.038800061E-01, 8.604899794E-02
 3.065800071E-01, 8.757500350E-02
 3.092899919E-01, 8.916900307E-02
 3.120099902E-01, 9.083499759E-02
 3.147499859E-01, 9.257300198E-02
 3.174999952E-01, 9.438499808E-02
 3.202599883E-01, 9.627100080E-02
 3.230299950E-01, 9.822899848E-02
 3.258199990E-01, 1.002599970E-01
 3.286100030E-01, 1.023700014E-01
 3.314200044E-01, 1.045499966E-01
 3.342500031E-01, 1.068100035E-01
 3.370800018E-01, 1.091300026E-01
 3.399299979E-01, 1.115100011E-01
 3.427900076E-01, 1.139599979E-01
 3.456600010E-01, 1.164600030E-01
 3.485400081E-01, 1.190299988E-01
 3.514400125E-01, 1.216399968E-01
 3.543500006E-01, 1.242899969E-01
 3.572700024E-01, 1.269900054E-01
 3.601999879E-01, 1.297300011E-01
 3.631399870E-01, 1.324999928E-01
 3.661000133E-01, 1.352899969E-01
 3.690699935E-01, 1.380800009E-01
 3.720499873E-01, 1.409199983E-01
 3.750399947E-01, 1.437399983E-01
 3.780399859E-01, 1.465400010E-01
 3.810499907E-01, 1.493699998E-01
 3.840799928E-01, 1.521600038E-01
 3.871200085E-01, 1.549099982E-01
 3.901700079E-01, 1.576599926E-01
 3.932299912E-01, 1.603299975E-01
 3.962999880E-01, 1.630000025E-01
 3.993799984E-01, 1.655700058E-01
 4.024800062E-01, 1.680800021E-01
 4.055800140E-01, 1.705300063E-01
 4.086999893E-01, 1.728799939E-01
 4.118300080E-01, 1.751500070E-01
 4.149700105E-01, 1.773100048E-01
 4.181199968E-01, 1.793600023E-01
 4.212799966E-01, 1.812900007E-01
 4.244500101E-01, 1.830900013E-01
 4.276300073E-01, 1.847700030E-01
 4.308199883E-01, 1.862799972E-01
 4.340200126E-01, 1.876700073E-01
 4.372299910E-01, 1.888599992E-01
 4.404500127E-01, 1.898899972E-01
 4.436799884E-01, 1.907600015E-01
 4.469200075E-01, 1.913799942E-01
 4.501700103E-01, 1.918800026E-01
 4.534299970E-01, 1.921100020E-01
 4.566999972E-01, 1.921499968E-01
 4.599699974E-01, 1.919900030E-01
 4.632599950E-01, 1.915200055E-01
 4.665499926E-01, 1.908899993E-01
 4.698500037E-01, 1.899899989E-01
 4.731700122E-01, 1.887699962E-01
 4.764800072E-01, 1.873600036E-01
 4.798099995E-01, 1.856700033E-01
 4.831500053E-01, 1.836300045E-01
 4.864900112E-01, 1.813399941E-01
 4.898400009E-01, 1.787800044E-01
 4.931899905E-01, 1.758700013E-01
 4.965600073E-01, 1.726199985E-01
 4.999299943E-01, 1.691000015E-01
 5.033100247E-01, 1.652500033E-01
 5.066900253E-01, 1.610299945E-01
 5.100799799E-01, 1.564500034E-01
 5.134800076E-01, 1.515399963E-01
 5.168799758E-01, 1.462900043E-01
 5.202900171E-01, 1.406500041E-01
 5.236999989E-01, 1.346099973E-01
 5.271199942E-01, 1.282200068E-01
 5.305500031E-01, 1.214300022E-01
 5.339800119E-01, 1.142800003E-01
 5.374199748E-01, 1.067000031E-01
 5.408599973E-01, 9.870299697E-02
 5.443099737E-01, 9.031999856E-02
 5.477600098E-01, 8.152499795E-02
 5.512199998E-01, 7.231599838E-02
 5.546799898E-01, 6.269899756E-02
 5.581499934E-01, 5.264399946E-02
 5.616199970E-01, 4.214999825E-02
 5.651000142E-01, 3.125200048E-02
 5.685799718E-01, 1.992399991E-02
 5.720700026E-01, 8.172599599E-03
 5.755699873E-01 ,-4.001600202E-03
 5.790600181E-01 ,-1.659600064E-02
 5.825700164E-01 ,-2.961100079E-02
 5.860800147E-01 ,-4.304900020E-02
 5.895900130E-01 ,-5.689499900E-02
 5.931100249E-01 ,-7.113999873E-02
 5.966299772E-01 ,-8.578199893E-02
 6.001600027E-01 ,-1.008099988E-01
 6.036999822E-01 ,-1.162199974E-01
 6.072400212E-01 ,-1.319800019E-01
 6.107900143E-01 ,-1.481000036E-01
 6.143400073E-01 ,-1.645600051E-01
 6.179000139E-01 ,-1.813299954E-01
 6.214699745E-01 ,-1.983900070E-01
 6.250399947E-01 ,-2.157399952E-01
 6.286100149E-01 ,-2.333299965E-01
 6.322000027E-01 ,-2.511399984E-01
 6.357899904E-01 ,-2.691499889E-01
 6.393799782E-01 ,-2.873300016E-01
 6.429899931E-01 ,-3.056299984E-01
 6.466000080E-01 ,-3.240300119E-01
 6.502100229E-01 ,-3.424800038E-01
 6.538299918E-01 ,-3.609499931E-01
 6.574599743E-01 ,-3.793900013E-01
 6.610999703E-01 ,-3.977400064E-01
 6.647400260E-01 ,-4.159699976E-01
 6.683899760E-01 ,-4.340200126E-01
 6.720499992E-01 ,-4.518400133E-01
 6.757100224E-01 ,-4.693700075E-01
 6.793799996E-01 ,-4.865599871E-01
 6.830499768E-01 ,-5.033400059E-01
 6.867300272E-01 ,-5.196700096E-01
 6.904199719E-01 ,-5.354700089E-01
 6.941099763E-01 ,-5.506899953E-01
 6.978099942E-01 ,-5.652999878E-01
 7.015200257E-01 ,-5.791400075E-01
 7.052199841E-01 ,-5.921700001E-01
 7.089400291E-01 ,-6.044200063E-01
 7.126600146E-01 ,-6.157900095E-01
 7.163800001E-01 ,-6.262300014E-01
 7.200999856E-01 ,-6.356899738E-01
 7.238299847E-01 ,-6.441400051E-01
 7.275699973E-01 ,-6.515100002E-01
 7.312999964E-01 ,-6.576899886E-01
 7.350400090E-01 ,-6.627200246E-01
 7.387800217E-01 ,-6.666300297E-01
 7.425199747E-01 ,-6.693400145E-01
 7.462599874E-01 ,-6.708599925E-01
 7.500000000E-01 ,-6.712300181E-01
 7.537400126E-01 ,-6.702899933E-01
 7.574800253E-01 ,-6.680499911E-01
 7.612199783E-01 ,-6.647099853E-01
 7.649599910E-01 ,-6.601899862E-01
 7.687000036E-01 ,-6.545199752E-01
 7.724300027E-01 ,-6.477599740E-01
 7.761700153E-01 ,-6.399000287E-01
 7.799000144E-01 ,-6.309099793E-01
 7.836199999E-01 ,-6.209300160E-01
 7.873399854E-01 ,-6.100299954E-01
 7.910599709E-01 ,-5.982400179E-01
 7.947800159E-01 ,-5.856099725E-01
 7.984799743E-01 ,-5.721899867E-01
 8.021900058E-01 ,-5.580899715E-01
 8.058900237E-01 ,-5.432900190E-01
 8.095800281E-01 ,-5.278400183E-01
 8.132699728E-01 ,-5.119000077E-01
 8.169500232E-01 ,-4.954999983E-01
 8.206200004E-01 ,-4.786800146E-01
 8.242899776E-01 ,-4.615300000E-01
 8.279500008E-01 ,-4.440900087E-01
 8.316100240E-01 ,-4.264299870E-01
 8.352599740E-01 ,-4.086000025E-01
 8.389000297E-01 ,-3.906500041E-01
 8.425400257E-01 ,-3.726400137E-01
 8.461700082E-01 ,-3.546099961E-01
 8.497899771E-01 ,-3.366099894E-01
 8.533999920E-01 ,-3.186900020E-01
 8.570100069E-01 ,-3.008899987E-01
 8.606200218E-01 ,-2.832399905E-01
 8.642100096E-01 ,-2.657899857E-01
 8.677999973E-01 ,-2.485499978E-01
 8.713899851E-01 ,-2.315700054E-01
 8.749600053E-01 ,-2.148700058E-01
 8.785300255E-01 ,-1.984699965E-01
 8.820999861E-01 ,-1.824000031E-01
 8.856599927E-01 ,-1.666699946E-01
 8.892099857E-01 ,-1.513099968E-01
 8.927599788E-01 ,-1.363099962E-01
 8.963000178E-01 ,-1.216999963E-01
 8.998399973E-01 ,-1.074900031E-01
 9.033700228E-01 ,-9.368000180E-02
 9.068899751E-01 ,-8.027800173E-02
 9.104099870E-01 ,-6.728699803E-02
 9.139199853E-01 ,-5.471000075E-02
 9.174299836E-01 ,-4.254800081E-02
 9.209399819E-01 ,-3.080300055E-02
 9.244300127E-01 ,-1.947199926E-02
 9.279299974E-01 ,-8.552400395E-03
 9.314200282E-01, 1.961800037E-03
 9.348999858E-01, 1.207699999E-02
 9.383800030E-01, 2.179200016E-02
 9.418500066E-01, 3.111699969E-02
 9.453200102E-01, 4.006699845E-02
 9.487800002E-01, 4.863800108E-02
 9.522399902E-01, 5.682500079E-02
 9.556900263E-01, 6.465400010E-02
 9.591400027E-01, 7.213400304E-02
 9.625800252E-01, 7.925999910E-02
 9.660199881E-01, 8.606100082E-02
 9.694499969E-01, 9.252499789E-02
 9.728800058E-01, 9.864699841E-02
 9.763000011E-01, 1.044600010E-01
 9.797099829E-01, 1.099599972E-01
 9.831200242E-01, 1.151800007E-01
 9.865199924E-01, 1.200900003E-01
 9.899200201E-01, 1.246900037E-01
 9.933099747E-01, 1.290200055E-01
 9.966899753E-01, 1.330900043E-01
 1.000100017E+00, 1.368899941E-01
 1.003399968E+00, 1.404000074E-01
 1.006800056E+00, 1.436499953E-01
 1.010200024E+00, 1.466699988E-01
 1.013499975E+00, 1.494400054E-01
 1.016899943E+00, 1.519400030E-01
 1.020200014E+00, 1.542199999E-01
 1.023499966E+00, 1.562899947E-01
 1.026800036E+00, 1.581099927E-01
 1.030099988E+00, 1.596799940E-01
 1.033400059E+00, 1.611000001E-01
 1.036700010E+00, 1.622699946E-01
 1.039999962E+00, 1.632100046E-01
 1.043300033E+00, 1.640000045E-01
 1.046599984E+00, 1.645600051E-01
 1.049800038E+00, 1.649300009E-01
 1.053099990E+00, 1.651500016E-01
 1.056300044E+00, 1.651400030E-01
 1.059599996E+00, 1.650000066E-01
 1.062800050E+00, 1.646700054E-01
 1.065999985E+00, 1.641799957E-01
 1.069200039E+00, 1.635500044E-01
 1.072399974E+00, 1.627500057E-01
 1.075600028E+00, 1.618299931E-01
 1.078699946E+00, 1.607500017E-01
 1.081900001E+00, 1.595599949E-01
 1.085000038E+00, 1.582400054E-01
 1.088199973E+00, 1.568100005E-01
 1.091300011E+00, 1.552699953E-01
 1.094400048E+00, 1.536200047E-01
 1.097499967E+00, 1.518899947E-01
 1.100600004E+00, 1.500599980E-01
 1.103700042E+00, 1.481699944E-01
 1.106799960E+00, 1.462000012E-01
 1.109799981E+00, 1.441400051E-01
 1.112900019E+00, 1.420599967E-01
 1.115900040E+00, 1.398999989E-01
 1.118899941E+00, 1.377200037E-01
 1.121999979E+00, 1.354999989E-01
 1.125000000E+00, 1.332300007E-01
 1.128000021E+00, 1.309600025E-01
 1.130900025E+00, 1.286700070E-01
 1.133900046E+00, 1.263500005E-01
 1.136899948E+00, 1.240499988E-01
 1.139799953E+00, 1.217499971E-01
 1.142699957E+00, 1.194500029E-01
 1.145699978E+00, 1.171599999E-01
 1.148599982E+00, 1.149000004E-01
 1.151499987E+00, 1.126699969E-01
 1.154299974E+00, 1.104499996E-01
 1.157199979E+00, 1.082699969E-01
 1.160099983E+00, 1.061299965E-01
 1.162899971E+00, 1.040299982E-01
 1.165799975E+00, 1.019800007E-01
 1.168599963E+00, 9.996999800E-02
 1.171399951E+00, 9.800600260E-02
 1.174200058E+00, 9.609799832E-02
 1.177000046E+00, 9.424199909E-02
 1.179700017E+00, 9.244199842E-02
 1.182500005E+00, 9.069500118E-02
 1.185299993E+00, 8.900500089E-02
 1.187999964E+00, 8.736900240E-02
 1.190700054E+00, 8.579300344E-02
 1.193400025E+00, 8.426699787E-02
 1.196099997E+00, 8.279799670E-02
 1.198799968E+00, 8.137899637E-02
 1.201500058E+00, 8.001100272E-02
 1.204100013E+00, 7.868800312E-02
 1.206799984E+00, 7.740599662E-02
 1.209400058E+00, 7.616700232E-02
 1.212000012E+00, 7.496599853E-02
 1.214699984E+00, 7.379999757E-02
 1.217300057E+00, 7.267100364E-02
 1.219799995E+00, 7.157099992E-02
 1.222399950E+00, 7.050400227E-02
 1.225000024E+00, 6.947000325E-02
 1.227499962E+00, 6.846299767E-02
 1.230000019E+00, 6.748200208E-02
 1.232599974E+00, 6.652899832E-02
 1.235100031E+00, 6.559900194E-02
 1.237599969E+00, 6.469599903E-02
 1.240100026E+00, 6.381399930E-02
 1.242499948E+00, 6.295499951E-02
 1.245000005E+00, 6.211800128E-02
 1.247400045E+00, 6.130100042E-02
 1.249899983E+00, 6.050600111E-02
 1.252300024E+00, 5.973099917E-02
 1.254699945E+00, 5.897099897E-02
 1.257099986E+00, 5.823199823E-02
 1.259500027E+00, 5.750700086E-02
 1.261800051E+00, 5.680099875E-02
 1.264199972E+00, 5.611300096E-02
 1.266499996E+00, 5.543600023E-02
 1.268900037E+00, 5.477799848E-02
 1.271199942E+00, 5.413400009E-02
 1.273499966E+00, 5.350200087E-02
 1.275799990E+00, 5.288499966E-02
 1.278100014E+00, 5.228000134E-02
 1.280300021E+00, 5.169000104E-02
 1.282600045E+00, 5.111199990E-02
 1.284800053E+00, 5.054600164E-02
 1.287099957E+00, 4.998800159E-02
 1.289299965E+00, 4.944600165E-02
 1.291499972E+00, 4.891199991E-02
 1.293699980E+00, 4.839099944E-02
 1.295899987E+00, 4.787800089E-02
 1.297999978E+00, 4.737799987E-02
 1.300199986E+00, 4.688600078E-02
 1.302299976E+00, 4.640299827E-02
 1.304499984E+00, 4.592899978E-02
 1.306599975E+00, 4.546700045E-02
 1.308699965E+00, 4.501099885E-02
 1.310799956E+00, 4.456400126E-02
 1.312899947E+00, 4.412300140E-02
 1.314900041E+00, 4.369400069E-02
 1.317000031E+00, 4.327100143E-02
 1.319100022E+00, 4.285399988E-02
 1.321099997E+00, 4.244500026E-02
 1.323099971E+00, 4.204599932E-02
 1.325099945E+00, 4.165000096E-02
 1.327100039E+00, 4.126200080E-02
 1.329100013E+00, 4.088399932E-02
 1.331099987E+00, 4.050799832E-02
 1.332999945E+00, 4.014199972E-02
 1.335000038E+00, 3.977800161E-02
 1.336899996E+00, 3.942300007E-02
 1.338899970E+00, 3.907199949E-02
 1.340800047E+00, 3.872900084E-02
 1.342700005E+00, 3.838900104E-02
 1.344599962E+00, 3.805499896E-02
 1.346400023E+00, 3.772800043E-02
 1.348299980E+00, 3.740600124E-02
 1.350200057E+00, 3.708700091E-02
 1.351999998E+00, 3.677399829E-02
 1.353800058E+00, 3.646399826E-02
 1.355700016E+00, 3.615999967E-02
 1.357499957E+00, 3.586199880E-02
 1.359300017E+00, 3.556700051E-02
 1.361099958E+00, 3.527500108E-02
 1.362800002E+00, 3.498899937E-02
 1.364599943E+00, 3.470600024E-02
 1.366400003E+00, 3.442800045E-02
 1.368100047E+00, 3.415400162E-02
 1.369799972E+00, 3.388300166E-02
 1.371600032E+00, 3.361799940E-02
 1.373299956E+00, 3.335300088E-02
 1.375000000E+00, 3.309300169E-02
 1.376700044E+00, 3.283699974E-02
 1.378299952E+00, 3.258400038E-02
 1.379999995E+00, 3.233600035E-02
 1.381600022E+00, 3.208899871E-02
 1.383299947E+00, 3.184499964E-02
 1.384899974E+00, 3.160599992E-02
 1.386500001E+00, 3.136799857E-02
 1.388200045E+00, 3.113500029E-02
 1.389799953E+00, 3.090300038E-02
 1.391299963E+00, 3.067299910E-02
 1.392899990E+00, 3.044700064E-02
 1.394500017E+00, 3.022599965E-02
 1.396000028E+00, 3.000600077E-02
 1.397600055E+00, 2.978499979E-02
 1.399099946E+00, 2.957100049E-02
 1.400699973E+00, 2.935899980E-02
 1.402199984E+00, 2.914799936E-02
 1.403699994E+00, 2.893899940E-02
 1.405200005E+00, 2.873300016E-02
 1.406700015E+00, 2.852799930E-02
 1.408100009E+00, 2.832500078E-02
 1.409600019E+00, 2.812499925E-02
 1.411100030E+00, 2.792900056E-02
 1.412500024E+00, 2.773199975E-02
 1.413900018E+00, 2.753799967E-02
 1.415400028E+00, 2.734700032E-02
 1.416800022E+00, 2.715699933E-02
 1.418200016E+00, 2.696599998E-02
 1.419600010E+00, 2.678100020E-02
 1.421000004E+00, 2.659299970E-02
 1.422299981E+00, 2.641200088E-02
 1.423699975E+00, 2.622999996E-02
 1.425099969E+00, 2.604800090E-02
 1.426399946E+00, 2.586900070E-02
 1.427800059E+00, 2.569000050E-02
 1.429100037E+00, 2.551499940E-02
 1.430400014E+00, 2.533899993E-02
 1.431699991E+00, 2.516599931E-02
 1.432999969E+00, 2.499300055E-02
 1.434299946E+00, 2.481999993E-02
 1.435600042E+00, 2.465000004E-02
 1.436900020E+00, 2.448000014E-02
 1.438099980E+00, 2.431399934E-02
 1.439399958E+00, 2.414700016E-02
 1.440600038E+00, 2.397999913E-02
 1.441900015E+00, 2.381299995E-02
 1.443099976E+00, 2.364899963E-02
 1.444300056E+00, 2.348499931E-02
 1.445500016E+00, 2.332100086E-02
 1.446699977E+00, 2.315999940E-02
 1.447900057E+00, 2.299899980E-02
 1.449100018E+00, 2.283499949E-02
 1.450299978E+00, 2.267399989E-02
 1.451500058E+00, 2.251699939E-02
 1.452600002E+00, 2.235599980E-02
 1.453799963E+00, 2.219500020E-02
 1.454900026E+00, 2.203699946E-02
 1.455999970E+00, 2.187599987E-02
 1.457200050E+00, 2.171799913E-02
 1.458299994E+00, 2.156000026E-02
 1.459400058E+00, 2.139900066E-02
 1.460500002E+00, 2.124099992E-02
 1.461599946E+00, 2.108000033E-02
 1.462700009E+00, 2.092199959E-02
 1.463799953E+00, 2.076099999E-02
 1.464800000E+00, 2.060000040E-02
 1.465899944E+00, 2.043900080E-02
 1.466899991E+00, 2.027799934E-02
 1.468000054E+00, 2.011400089E-02
 1.468999982E+00, 1.995100081E-02
 1.470100045E+00, 1.978700049E-02
 1.471099973E+00, 1.962300017E-02
 1.472100019E+00, 1.945300028E-02
 1.473099947E+00, 1.928599924E-02
 1.474099994E+00, 1.911300048E-02
 1.475100040E+00, 1.894300058E-02
 1.476099968E+00, 1.876699924E-02
 1.477100015E+00, 1.858899929E-02
 1.478000045E+00, 1.840999909E-02
 1.478999972E+00, 1.822499931E-02
 1.479900002E+00, 1.803700067E-02
 1.480900049E+00, 1.784599945E-02
 1.481799960E+00, 1.765000075E-02
 1.482800007E+00, 1.744999923E-02
 1.483700037E+00, 1.724099927E-02
 1.484599948E+00, 1.702699997E-02
 1.485499978E+00, 1.680600084E-02
 1.486400008E+00, 1.657399908E-02
 1.487300038E+00, 1.633300073E-02
 1.488199949E+00, 1.607899927E-02
 1.489099979E+00, 1.580799930E-02
 1.490000010E+00, 1.552200038E-02
 1.490800023E+00, 1.521500014E-02
 1.491700053E+00, 1.489000022E-02
 1.492599964E+00, 1.454399992E-02
 1.493399978E+00, 1.416600030E-02
 1.494300008E+00, 1.370699983E-02
 1.495100021E+00, 1.307499968E-02
 1.495900035E+00, 1.214499958E-02
 1.496799946E+00, 1.088500023E-02
 1.497599959E+00, 9.492900223E-03
 1.498399973E+00, 8.691200055E-03
 1.499199986E+00, 7.493199781E-03
 1.500000000E+00, 7.898500189E-03
